ID,input,output,subset
ID_TR_Eng_Eth_4CB34663,Is it true that how do you test for gonorrhea?,"Gonorrhea is tested using urine samples or swabs from the genitals, rectum, or throat.",Eng_Eth
ID_TR_Eng_Eth_02568389,Can prayer or faith help if can hiv be cured?,"This is a question about, HIV/AIDS. HIV cannot be cured, but antiretroviral medicines help people live long and healthy lives. Prevention includes condoms, safe sex, and not sharing needles.",Eng_Eth
ID_TR_Eng_Eth_C4100108,Can holy water or oil cure herpes?,No. Herpes cannot be cured by holy water or oil. Only medicines from doctors can help control it.,Eng_Eth
ID_TR_Eng_Eth_6E310234,"Can HPV be cured, and why are vaccines and screening important?","HPV has no cure, but vaccines prevent the most dangerous types. Some strains can cause cancer, so screening and vaccination are essential.",Eng_Eth
ID_TR_Eng_Eth_CC476B72,My mother says washing inside with a mix of vinegar and water is necessary to remove the 'dirt' after my period. Is this good for my health?,"This is a question about, Douching/Hygiene Risk. No, douching with vinegar is generally harmful. It washes away the good, protective bacteria and can make you more likely to catch a serious STI or suffer from a common bacterial infection (like Bacterial Vaginosis).",Eng_Eth
ID_TR_Eng_Eth_4AFCF9E8,What is the difference between a curable STI (Chlamydia) and an incurable one (Herpes)?,"Curable STIs (Chlamydia, Gonorrhea, Syphilis) are killed completely by antibiotics. Incurable STIs (Herpes, HIV) are managed by medicine but remain in the body for life.",Eng_Eth
ID_TR_Eng_Eth_98D53CF5,What is the best way to hide my daily medicine from a nosy family member without ruining the pills?,"Keep the pills in their original container, but place the container in a dry, cool, and secret place (e.g., inside a book, under a pile of clothes, or a closed drawer).",Eng_Eth
ID_TR_Eng_Eth_3B30EE97,Can gonorrhea be treated by holy water?,"This is a question about, Gonorrhea. No. Gonorrhea requires antibiotics. Holy water cannot cure it.",Eng_Eth
ID_TR_Eng_Eth_CBF8F29E,Can I be forced to undergo an HIV test by my school or my future husband’s family?,No. Testing should always be voluntary and confidential and conducted with counseling. You have the right to refuse testing.,Eng_Eth
ID_TR_Eng_Eth_01D909B4,"If a doctor treats me badly or shames me because of my infection, what are my rights?","This is a question about, Rights/Ethics. You have the right to respectful, private care. You can ask to see the head nurse or clinic manager to report the bad treatment.",Eng_Eth
ID_TR_Eng_Eth_8C57A277,"If I have no visible blisters, can a doctor still test me for the Herpes virus?","Yes. A doctor can order a blood test to check for antibodies, which indicates if you have been previously exposed to the Herpes virus (HSV-1 or HSV-2).",Eng_Eth
ID_TR_Eng_Eth_5FA72012,Can boys and girls prevent infection by do stis affect women differently than men?,"This is a question about, General. Yes. Women often show fewer signs, making infections harder to detect, and untreated STIs can cause infertility.",Eng_Eth
ID_TR_Eng_Eth_30463008,How can herpes be prevented?,"This is a question about, Herpes. Herpes cannot be cured but medicines reduce outbreaks and spread. It can be prevented by condoms and avoiding sex during outbreaks.",Eng_Eth
ID_TR_Eng_Eth_69678586,Do regular health check-ups prevent STIs?,"Regular health check-ups help detect infections early, but preventing them requires safe sexual practices.",Eng_Eth
ID_TR_Eng_Eth_E1D55F85,"Is it true that if you jump three times, the period will stop?","This is a question about, Menstruation/Myth. No, that is a myth. You cannot stop your period by jumping or any other simple physical action. Your body's hormones control the cycle.",Eng_Eth
ID_TR_Eng_Eth_8F807D8B,"My older cousin wants to be my 'secret protector' and pay for my medicine, but he asks for favors in return. Is this safe?","This is a question about, Safety/Exploitation. No. This is a form of exploitation. Get free medicine from a public clinic or a reputable NGO. Do not accept favors in exchange for your body or dignity.",Eng_Eth
ID_TR_Eng_Eth_6FE633F1,How can I know if does drinking alcohol kill sti germs?,"This is a question about, General. No. Alcohol does not cure infections inside the body. Proper treatment is needed.",Eng_Eth
ID_TR_Eng_Eth_650E78E4,What is the period called between infection and the development of detectable antibodies for HIV?,The Window Period.,Eng_Eth
ID_TR_Eng_Eth_3FF93134,"My elder relative says the ""shingles"" on their back is a bad sign. Is this related to the ""hidden"" sickness?","This is a question about, Herpes. ""Shingles"" (Herpes Zoster) is caused by the Chickenpox virus (VZV) reactivating, not the virus that causes genital sores (HSV). However, a very severe case of shingles could be a sign of a weakened immune system, which might prompt an HIV test.",Eng_Eth
ID_TR_Eng_Eth_29CC0789,Can you explain Is herpes very common?,"This is a question about, Herpes. Yes. Herpes is very common worldwide. Many people have it without knowing.",Eng_Eth
ID_TR_Eng_Eth_B7062CFA,Is Can herpes be cured with herbs dangerous?,"This is a question about, Herpes. No. Herpes cannot be cured. Medicines only control outbreaks and reduce spread.",Eng_Eth
ID_TR_Eng_Eth_BCB3C168,What is PrEP?,PrEP (Pre-Exposure Prophylaxis) is a daily medicine that reduces the risk of HIV infection in high-risk individuals.,Eng_Eth
ID_TR_Eng_Eth_A55FA725,How do boys and girls avoid problems of how do men test for gonorrhea?,"This is a question about, Gonorrhea. Gonorrhea is treated with antibiotics. It can cause infertility if untreated. Prevention includes condoms and faithful partnerships.",Eng_Eth
ID_TR_Eng_Eth_63C4E76D,"I am desperate for money. If someone offers me money for risky behavior, what Bible verse can I use to find the strength to refuse?","This is a question about, Safety/Ethics. Remember that ""the body is a temple."" Read verses about standing strong against temptation, knowing that your dignity and health are worth more than any amount of money.",Eng_Eth
ID_TR_Eng_Eth_D413C850,"If I use my own money to buy food, is it wrong to hide it from my husband?",No. It is a safety measure (a secret savings) to protect yourself and your children in case of an emergency or if he fails to provide food.,Eng_Eth
ID_TR_Eng_Eth_60DC12EB,How can I counsel a girl who is being pressured to use formula instead of breastfeeding?,"This is a question about, Nutrition/Counseling. Emphasize that breast milk is perfect and free, while formula is expensive, requires clean water (high risk of diarrhea), and lacks the mother's immune protection.",Eng_Eth
ID_TR_Eng_Eth_3878BECF,Can prayer or faith help if what are syphilis stages?,"This is a question about, Syphilis. Syphilis is cured with penicillin. If untreated, it damages the brain, heart, and body. Early testing and treatment prevent complications.",Eng_Eth
ID_TR_Eng_Eth_4352ACEA,Why is it dangerous to treat an STI with herbal remedies or traditional washes?,"They fail to kill the bacteria/virus/parasite, allowing the infection to cause internal damage (infertility, PID, organ damage) and spread to partners.",Eng_Eth
ID_TR_Eng_Eth_144716CC,How do doctors explain how do girls get tested for hiv?,"This is a question about, HIV/AIDS. HIV cannot be cured, but antiretroviral medicines help people live long and healthy lives. Prevention includes condoms, safe sex, and not sharing needles.",Eng_Eth
ID_TR_Eng_Eth_6C17E150,Can women get cured from trichomoniasis easily?,Trichomoniasis is curable with medicines like metronidazole.,Eng_Eth
ID_TR_Eng_Eth_A0152B5B,"How can I explain the concept of ""economic opportunity cost"" of early marriage to parents?","This is a question about, Economic/Advocacy. Explain that by marrying the girl early, they are losing the chance for future wealth. Her education is a future investment they are sacrificing for a temporary, short-term gain (dowry).",Eng_Eth
ID_TR_Eng_Eth_3D53EC43,Can prayer or faith help if how can boys and girls prevent trichomoniasis?,"This is a question about, Trichomoniasis. Trichomoniasis is curable with medicines like metronidazole. It causes itching, smell, and discomfort, and prevention includes condoms.",Eng_Eth
ID_TR_Eng_Eth_84408E98,What is Can herpes be cured with herbs?,"This is a question about, Herpes. No. Herpes cannot be cured. Medicines only control outbreaks and reduce spread.",Eng_Eth
ID_TR_Eng_Eth_C3B8C80F,"Does my religious teaching say I must disclose my HIV status to my partner, even if I am afraid of being rejected?",Most ethical and religious teachings support disclosure to protect your partner's life and health. It is an act of responsibility and love.,Eng_Eth
ID_TR_Eng_Eth_CCCA1E14,"I am engaged, and my fiancé's family insists on a ""cleanliness certificate."" Is this common?","This is a question about, Culture/Marriage. Yes, it is a practice in some cultures. Use this opportunity to insist that both you and your fiancé be tested confidentially for all STIs/STDs before marriage.",Eng_Eth
ID_TR_Eng_Eth_E8F2C584,What do doctors say about how often should young people test for hiv?,"This is a question about, HIV/AIDS. At least once a year if sexually active, more often if at higher risk.",Eng_Eth
ID_TR_Eng_Eth_9CFBBCE7,How can a person prevent HIV infection?,"HIV can be prevented by using condoms correctly and consistently during sex, avoiding sharing needles or sharp instruments, limiting sexual partners, and getting tested regularly. People at higher risk can also take pre-exposure prophylaxis as prescribed by a healthcare provider. These steps help protect both yourself and your partners.",Eng_Eth
ID_TR_Eng_Eth_CEBD3B2B,"Is if i pray every day, can god remove hiv? dangerous?","This is a question about, HIV/AIDS. Prayer gives hope and strength, but HIV needs medical treatment. Medicines called antiretrovirals help people live long, healthy lives.",Eng_Eth
ID_TR_Eng_Eth_B1A50A3D,"If I have chronic pain from a possible old infection, should I ask a traditional healer to cut a mark on my skin and apply a black powder?","Be cautious. This practice often involves shared blades and unknown powders, which can lead to infection from the blades (HIV/Hepatitis) or the powder (toxins). Stick to a medical clinic for chronic pain diagnosis.",Eng_Eth
ID_TR_Eng_Eth_AF449605,Can gonorrhea infect the eyes?,"This is a question about, Religion/GBV. Yes, gonorrhea can cause eye infections if contaminated secretions touch the eyes.",Eng_Eth
ID_TR_Eng_Eth_4598F3C8,"If a man refuses to wear a condom and says he will ""clean up"" afterward, how should I respond to prioritize my safety?","Respond with a firm ""No."" Say: ""Washing alone does not provide protection. My life and health are too valuable, which causes risky. I'll only make contact using a condom.",Eng_Eth
ID_TR_Eng_Eth_48E09502,How can women protect themselves by using female condoms?,"Women can use female condoms to prevent HIV, STIs and pregnancy.",Eng_Eth
ID_TR_Eng_Eth_A60147C3,"What is a 'microbicide' gel that I heard about, and does it protect me?",Microbicides are gels or creams that can be placed in the private area to kill germs. They are still being researched and are not yet a reliable replacement for condoms.,Eng_Eth
